time,f0,intensity
452.73,285.41,0
452.74,290.11,0
452.75,294.82,0
452.76,299.53,0
452.77,152.56,0
452.78,158.05,0
452.79,206.23,0
452.8,97.02,0
452.81,107.77,0
452.82,158.68,0
452.83,111.05,0
452.84,64.44,0
452.85,51.98,0
452.86,58.95,0
452.87,71.9,0
452.88,139.98,0
452.89,70.65,0
452.9,113.37,0
452.91,127.61,0
452.92,139.03,0
452.93,150.45,0
452.94,161.87,0
452.95,173.28,0
452.96,184.7,0
452.97,196.12,0
452.98,207.54,0
452.99,218.96,0
453,230.38,0.03
453.01,241.8,0.09
453.02,242.19,0.18
453.03,239.69,0.22
453.04,236.54,0.19
453.05,226.05,0.18
453.06,229.01,0.2
453.07,232.73,0.21
453.08,235.15,0.23
453.09,237.53,0.24
453.1,239.12,0.24
453.11,239.89,0.27
453.12,240.48,0.28
453.13,241.42,0.28
453.14,241.83,0.29
453.15,242.78,0.28
453.16,246.02,0.28
453.17,251.83,0.28
453.18,246.41,0.29
453.19,246.74,0.28
453.2,249.9,0.29
453.21,252.05,0.29
453.22,253.39,0.3
453.23,254.62,0.3
453.24,254.9,0.28
453.25,253.42,0.27
453.26,250.12,0.24
453.27,247.78,0.15
453.28,249.78,0.14
453.29,251.77,0.15
453.3,253.77,0.14
453.31,255.76,0.13
453.32,257.75,0.13
453.33,259.75,0.11
453.34,261.74,0.07
453.35,263.74,0.05
453.36,263.93,0.11
453.37,216.05,0.21
453.38,205.89,0.26
453.39,200.58,0.26
453.4,196.86,0.26
453.41,193.61,0.24
453.42,190.68,0.23
453.43,188.77,0.21
453.44,186.74,0.18
453.45,186.95,0.17
453.46,185.24,0.15
453.47,182.88,0.09
453.48,176.96,0.03
453.49,171.04,0.02
453.5,165.12,0.04
453.51,159.2,0.05
453.52,153.28,0.05
453.53,147.36,0.04
453.54,141.43,0.04
453.55,135.51,0.03
453.56,129.59,0.03
453.57,123.67,0.02
453.58,126.07,0.08
453.59,209.34,0.18
453.6,202.68,0.23
453.61,199.87,0.22
453.62,194.58,0.2
453.63,195.23,0.2
453.64,196.56,0.21
453.65,195.89,0.21
453.66,194.28,0.21
453.67,198.71,0.21
453.68,190.86,0.19
453.69,188.76,0.16
453.7,188.34,0.15
453.71,187.39,0.16
453.72,187.8,0.16
453.73,188.67,0.17
453.74,190.37,0.17
453.75,191.36,0.18
453.76,191.5,0.19
453.77,191.74,0.19
453.78,191.68,0.19
453.79,190.33,0.17
453.8,188.85,0.14
453.81,183.52,0.11
453.82,187.41,0.07
453.83,191.29,0.06
453.84,195.17,0.11
453.85,199.06,0.14
453.86,202.94,0.17
453.87,206.83,0.2
453.88,210.71,0.23
453.89,214.6,0.22
453.9,218.48,0.19
453.91,222.37,0.16
453.92,226.25,0.13
453.93,230.14,0.12
453.94,234.02,0.1
453.95,237.9,0.06
453.96,241.79,0.04
453.97,244.75,0.12
453.98,242.17,0.18
453.99,234.98,0.22
454,231.59,0.23
454.01,226.72,0.21
454.02,218.99,0.19
454.03,214.59,0.19
454.04,208.29,0.18
454.05,203.72,0.16
454.06,184.81,0.13
454.07,102.4,0.11
454.08,74.88,0.09
454.09,71.69,0.05
454.1,98.49,0.03
454.11,202.36,0.02
454.12,210.98,0.01
454.13,211.78,0
454.14,210.27,0
454.15,211.61,0
454.16,211.1,0
454.17,210.58,0
454.18,210.07,0
454.19,209.55,0
454.2,209.04,0
454.21,208.52,0.02
454.22,208.01,0.04
454.23,207.5,0.04
454.24,206.98,0
454.25,206.47,0
454.26,205.95,0
454.27,205.44,0
454.28,204.92,0
454.29,204.41,0
454.3,203.89,0
454.31,203.38,0
454.32,202.86,0
454.33,202.35,0
454.34,201.83,0
454.35,201.32,0
454.36,200.8,0
454.37,200.29,0
454.38,199.78,0
454.39,199.26,0
454.4,198.75,0
454.41,198.23,0
454.42,197.72,0
454.43,197.2,0
454.44,196.69,0
454.45,196.17,0
454.46,195.66,0
454.47,195.14,0
454.48,194.63,0
454.49,194.11,0
454.5,193.6,0
454.51,193.08,0
454.52,192.57,0
454.53,192.06,0
454.54,191.54,0
454.55,191.03,0
454.56,190.51,0
454.57,190,0
454.58,189.48,0
454.59,188.97,0
454.6,188.45,0
454.61,187.94,0
454.62,187.42,0
454.63,186.91,0
454.64,186.39,0
454.65,185.88,0
454.66,185.36,0
454.67,184.85,0
454.68,184.34,0
454.69,183.82,0
454.7,183.31,0
454.71,182.79,0
454.72,182.28,0
454.73,181.76,0
454.74,181.25,0
454.75,180.73,0
454.76,180.22,0
454.77,179.7,0
454.78,179.19,0
454.79,178.67,0
454.8,178.16,0
454.81,177.64,0
454.82,177.13,0
454.83,176.61,0
454.84,176.1,0
454.85,175.59,0
454.86,175.07,0
454.87,174.56,0
454.88,174.04,0
454.89,173.53,0
454.9,173.01,0
454.91,172.5,0
454.92,171.98,0
454.93,171.47,0
454.94,170.95,0
454.95,170.44,0
454.96,169.92,0
454.97,169.41,0
454.98,168.89,0
454.99,168.38,0
455,167.87,0
455.01,167.35,0
455.02,166.84,0
455.03,166.32,0
455.04,165.81,0
455.05,165.29,0
455.06,149.94,0.02
455.07,175.28,0.11
455.08,239.25,0.18
455.09,239.41,0.2
455.1,235.75,0.2
455.11,234.85,0.24
455.12,237.36,0.26
455.13,241.27,0.29
455.14,244.51,0.31
455.15,243.13,0.28
455.16,243.53,0.3
455.17,247.91,0.33
455.18,248.78,0.33
455.19,249.83,0.33
455.2,250.53,0.33
455.21,250.32,0.32
455.22,249.16,0.31
455.23,247.94,0.31
455.24,247.15,0.31
455.25,250.19,0.29
455.26,251.68,0.31
455.27,249.34,0.35
455.28,248.32,0.36
455.29,246.38,0.37
455.3,244.38,0.35
455.31,242.26,0.3
455.32,234.71,0.2
455.33,229.13,0.16
455.34,230.97,0.23
455.35,232.81,0.27
455.36,234.65,0.28
455.37,236.48,0.27
455.38,238.32,0.25
455.39,240.16,0.24
455.4,242,0.21
455.41,243.84,0.18
455.42,245.68,0.17
455.43,247.52,0.14
455.44,249.36,0.08
455.45,251.19,0.03
455.46,253.03,0
455.47,254.87,0
455.48,256.71,0
455.49,258.55,0
455.5,260.39,0.01
455.51,262.23,0.06
455.52,264.06,0.15
455.53,260.62,0.26
455.54,253.65,0.31
455.55,249.55,0.29
455.56,247.6,0.28
455.57,247.53,0.28
455.58,249.81,0.28
455.59,253.14,0.27
455.6,255.7,0.27
455.61,254.17,0.26
455.62,249.54,0.21
455.63,255.18,0.21
455.64,259.18,0.23
455.65,257.16,0.23
455.66,256.55,0.23
455.67,255.71,0.22
455.68,255.88,0.22
455.69,255.65,0.21
455.7,251.09,0.18
455.71,247.01,0.12
455.72,245.32,0.07
455.73,243.64,0.08
455.74,241.95,0.1
455.75,240.26,0.11
455.76,238.58,0.12
455.77,236.89,0.12
455.78,235.2,0.11
455.79,233.52,0.11
455.8,231.83,0.12
455.81,230.14,0.13
455.82,228.45,0.1
455.83,226.77,0.06
455.84,225.08,0.12
455.85,204.73,0.14
455.86,194.01,0.1
455.87,194.89,0.09
455.88,191.82,0.07
455.89,189.39,0.07
455.9,194.44,0.07
455.91,198.92,0.12
455.92,196.33,0.18
455.93,192.63,0.22
455.94,190.64,0.24
455.95,188.22,0.24
455.96,184.86,0.22
455.97,179.53,0.17
455.98,171.99,0.11
455.99,165.57,0.06
456,153.41,0.04
456.01,156.56,0.01
456.02,170.73,0.01
456.03,184.9,0.01
456.04,199.07,0.01
456.05,213.24,0.01
456.06,227.41,0.01
456.07,241.57,0.01
456.08,255.74,0.01
456.09,269.91,0.01
456.1,284.08,0.09
456.11,226.67,0.16
456.12,190.32,0.17
456.13,185.99,0.11
456.14,186.26,0.06
456.15,189.39,0.05
456.16,128.86,0.04
456.17,167.25,0.1
456.18,193.46,0.15
456.19,190.15,0.18
456.2,187.53,0.19
456.21,186.15,0.19
456.22,185.54,0.17
456.23,184.09,0.12
456.24,188.19,0.07
456.25,194.93,0.08
456.26,201.68,0.12
456.27,208.42,0.14
456.28,215.16,0.12
456.29,221.91,0.11
456.3,228.65,0.1
456.31,235.4,0.08
456.32,242.14,0.09
456.33,248.88,0.11
456.34,255.63,0.1
456.35,262.37,0.07
456.36,269.12,0.04
456.37,275.86,0.04
456.38,282.6,0.02
456.39,289.35,0.02
456.4,296.09,0.02
456.41,302.84,0.02
456.42,309.58,0.02
456.43,316.32,0.02
456.44,323.07,0.01
456.45,329.81,0.04
456.46,169.47,0.13
456.47,194.44,0.18
456.48,223.01,0.2
456.49,223.91,0.21
456.5,217.23,0.22
456.51,210.86,0.21
456.52,207.74,0.2
456.53,207.04,0.19
456.54,204.96,0.19
456.55,203.11,0.18
456.56,199.69,0.17
456.57,198.22,0.16
456.58,194.95,0.15
456.59,191.03,0.14
456.6,187.16,0.13
456.61,183.4,0.11
456.62,180.14,0.1
456.63,179.54,0.09
456.64,177.64,0.08
456.65,173.99,0.08
456.66,173.33,0.08
456.67,170.93,0.07
456.68,170.16,0.07
456.69,170.94,0.07
456.7,169.5,0.07
456.71,172.15,0.07
456.72,176.09,0.07
456.73,173.73,0.05
456.74,163.31,0.03
456.75,160.6,0.02
456.76,160.17,0.01
456.77,159.74,0.01
456.78,159.31,0.01
456.79,158.87,0.01
456.8,158.44,0.01
456.81,158.01,0
456.82,157.58,0
456.83,157.15,0
456.84,156.71,0
456.85,156.28,0
456.86,155.85,0
456.87,155.42,0
456.88,154.99,0
456.89,154.56,0
456.9,154.12,0
456.91,153.69,0
456.92,153.26,0
456.93,152.83,0
456.94,152.4,0
456.95,151.96,0
456.96,151.53,0
456.97,151.1,0
456.98,150.67,0
456.99,150.24,0
457,149.81,0
457.01,149.37,0
457.02,148.94,0
457.03,148.51,0
457.04,148.08,0
457.05,147.65,0
457.06,147.21,0
457.07,146.78,0
457.08,146.35,0
457.09,145.92,0
457.1,145.49,0
457.11,145.05,0
457.12,144.62,0
457.13,144.19,0
457.14,143.76,0
457.15,143.33,0
457.16,142.9,0
457.17,142.46,0
457.18,142.03,0
457.19,141.6,0
457.2,141.17,0
457.21,140.74,0
457.22,140.3,0
457.23,139.87,0
457.24,139.44,0
457.25,139.01,0
457.26,138.58,0
457.27,138.14,0
457.28,137.71,0
457.29,137.28,0
457.3,136.85,0
457.31,136.42,0
457.32,135.99,0
457.33,135.55,0
457.34,135.12,0
457.35,134.69,0
457.36,134.26,0
457.37,133.83,0
457.38,133.39,0
457.39,132.96,0
457.4,132.53,0
457.41,132.1,0
457.42,131.67,0
457.43,131.23,0
457.44,130.8,0
457.45,130.37,0
457.46,129.94,0
457.47,129.51,0
457.48,129.08,0
457.49,128.64,0
457.5,128.21,0
457.51,127.78,0
457.52,127.35,0
457.53,126.92,0
457.54,126.48,0
457.55,126.05,0
457.56,125.62,0
457.57,125.19,0
457.58,124.76,0
457.59,124.32,0
457.6,123.89,0
457.61,123.46,0
457.62,123.03,0
457.63,122.6,0
457.64,122.17,0
457.65,121.73,0
457.66,121.3,0
457.67,120.87,0
457.68,120.44,0
457.69,120.01,0
457.7,119.57,0
457.71,119.14,0
457.72,118.71,0
457.73,118.28,0
457.74,117.85,0
457.75,117.41,0
457.76,116.98,0
457.77,116.55,0
457.78,116.12,0
457.79,115.69,0
457.8,115.26,0
457.81,114.82,0
457.82,114.39,0
457.83,113.96,0
457.84,113.53,0
457.85,113.1,0
457.86,112.66,0
457.87,112.23,0
457.88,111.8,0
457.89,111.37,0
457.9,110.94,0
457.91,110.5,0
457.92,110.07,0.01
457.93,109.64,0.01
457.94,109.21,0.01
457.95,108.78,0.01
457.96,108.35,0.01
457.97,107.91,0.01
457.98,107.48,0.01
457.99,107.05,0.01
458,106.62,0.01
458.01,106.19,0
458.02,105.75,0.01
458.03,105.32,0.01
458.04,104.89,0.01
458.05,109.64,0.01
458.06,155.19,0.01
458.07,155.01,0
458.08,166.43,0
458.09,177.86,0
458.1,189.29,0
458.11,200.71,0
458.12,212.14,0
458.13,223.56,0
458.14,234.99,0
458.15,249.01,0.02
458.16,257.31,0.13
458.17,134.25,0.21
458.18,240.75,0.25
458.19,233.22,0.27
458.2,232.59,0.28
458.21,233.36,0.3
458.22,233.66,0.33
458.23,234.78,0.33
458.24,235.66,0.32
458.25,234.3,0.33
458.26,233.92,0.34
458.27,233.74,0.36
458.28,228.46,0.31
458.29,213.62,0.19
458.3,210.65,0.11
458.31,216.35,0.06
458.32,218.39,0.03
458.33,217.75,0.01
458.34,184.51,0
458.35,115.28,0.06
458.36,121.36,0.11
458.37,127.44,0.13
458.38,133.52,0.11
458.39,139.6,0.09
458.4,168.43,0.2
458.41,275.43,0.35
458.42,270.06,0.43
458.43,267.17,0.43
458.44,264.08,0.37
458.45,259.58,0.29
458.46,243.55,0.17
458.47,227.79,0.06
458.48,226.48,0.03
458.49,218.58,0.01
458.5,233.46,0.01
458.51,207.65,0
458.52,202.33,0
458.53,271.26,0.06
458.54,234.12,0.06
458.55,86.41,0.03
458.56,123.49,0.09
458.57,258.96,0.18
458.58,253.29,0.24
458.59,249.34,0.26
458.6,244.86,0.27
458.61,240.28,0.29
458.62,236.76,0.31
458.63,235.18,0.31
458.64,236.38,0.3
458.65,230.06,0.27
458.66,227.76,0.25
458.67,227.09,0.26
458.68,226.42,0.25
458.69,226.34,0.25
458.7,225.72,0.26
458.71,224.65,0.28
458.72,223.08,0.27
458.73,220.61,0.27
458.74,218.34,0.27
458.75,213.27,0.26
458.76,207.1,0.19
458.77,211.57,0.12
458.78,216.04,0.13
458.79,220.51,0.17
458.8,224.98,0.18
458.81,229.45,0.17
458.82,233.91,0.17
458.83,238.38,0.17
458.84,242.85,0.17
458.85,247.32,0.15
458.86,251.79,0.14
458.87,256.26,0.1
458.88,260.72,0.06
458.89,265.19,0.02
458.9,269.66,0.01
458.91,274.13,0.01
458.92,278.6,0.03
458.93,283.07,0.08
458.94,271.57,0.24
458.95,234.19,0.31
458.96,223.79,0.29
458.97,218.79,0.31
458.98,214.87,0.31
458.99,210.53,0.29
459,205.71,0.28
459.01,203,0.25
459.02,201.11,0.17
459.03,203.9,0.07
459.04,217.43,0.02
459.05,225.63,0.01
459.06,217.79,0.01
459.07,167.08,0
459.08,80.5,0.03
459.09,85.79,0.06
459.1,87.09,0.1
459.11,122.29,0.11
459.12,155.17,0.09
459.13,188.06,0.06
459.14,220.94,0.05
459.15,228,0.11
459.16,195.71,0.15
459.17,183.19,0.16
459.18,178.91,0.16
459.19,177.03,0.15
459.2,176.01,0.14
459.21,174.36,0.14
459.22,173.39,0.14
459.23,172.04,0.12
459.24,168.98,0.09
459.25,170.14,0.07
459.26,178.81,0.05
459.27,183.33,0.05
459.28,187.86,0.05
459.29,192.39,0.04
459.3,197.36,0.06
459.31,197.25,0.1
459.32,189.47,0.14
459.33,184.47,0.15
459.34,181.45,0.14
459.35,180.67,0.14
459.36,179.37,0.14
459.37,177.55,0.14
459.38,177.41,0.14
459.39,178.1,0.13
459.4,178.43,0.13
459.41,180.08,0.14
459.42,181.83,0.15
459.43,181.23,0.16
459.44,178.88,0.14
459.45,178.55,0.1
459.46,182.51,0.04
459.47,186.47,0.02
459.48,190.43,0.07
459.49,194.38,0.08
459.5,198.34,0.04
459.51,202.3,0.04
459.52,198.18,0.06
459.53,184.32,0.07
459.54,177.42,0.05
459.55,179.64,0.03
459.56,173.27,0.02
459.57,153.71,0.01
459.58,134.16,0.01
459.59,114.61,0.02
459.6,149.6,0.05
459.61,194.55,0.1
459.62,180.83,0.12
459.63,177.97,0.12
459.64,179.18,0.12
459.65,179.43,0.11
459.66,175.95,0.11
459.67,175.73,0.11
459.68,176.07,0.11
459.69,176.4,0.11
459.7,176.46,0.11
459.71,175.67,0.11
459.72,174.55,0.12
459.73,172.28,0.1
459.74,171.21,0.07
459.75,126.98,0.04
459.76,125.8,0.01
459.77,135.13,0.01
459.78,132.32,0
459.79,158.61,0
459.8,106.56,0
459.81,66.05,0.01
459.82,89.64,0.01
459.83,150.18,0.01
459.84,171.38,0.02
459.85,218.65,0.04
459.86,252.24,0.06
459.87,206.93,0.12
459.88,183.08,0.15
459.89,135.92,0.12
459.9,135.94,0.1
459.91,171.22,0.1
459.92,167.18,0.08
459.93,151.75,0.04
459.94,149.8,0.01
459.95,105.16,0.01
459.96,91.26,0.01
459.97,152.05,0.01
459.98,212.84,0
459.99,232.37,0
460,174,0.03
460.01,125.58,0.05
460.02,184.72,0.05
460.03,219.6,0.03
460.04,192.03,0.05
460.05,130.65,0.06
460.06,90.25,0.05
460.07,90.35,0.05
460.08,89.97,0.05
460.09,95.16,0.05
460.1,91.98,0.04
460.11,172.12,0.04
460.12,155.61,0.03
460.13,149.86,0.02
460.14,199.96,0.02
460.15,205.36,0.01
460.16,203.18,0.01
460.17,201,0.01
460.18,198.82,0.02
460.19,196.64,0.04
460.2,194.46,0.05
460.21,192.28,0.04
460.22,190.1,0.02
460.23,187.92,0.01
460.24,185.74,0.01
460.25,183.56,0.01
460.26,181.38,0
460.27,179.2,0
460.28,177.02,0
460.29,174.84,0
460.3,172.66,0
460.31,170.48,0
460.32,168.3,0
460.33,166.12,0
460.34,163.95,0
460.35,161.77,0
460.36,159.59,0
460.37,157.41,0
460.38,155.23,0
460.39,153.05,0
460.4,150.87,0
460.41,148.69,0
460.42,146.51,0
460.43,144.33,0
460.44,142.15,0
460.45,139.97,0
460.46,137.79,0
460.47,135.61,0
460.48,133.43,0
460.49,131.25,0
460.5,129.07,0
460.51,126.89,0
460.52,124.71,0
460.53,122.53,0
460.54,120.35,0
460.55,118.17,0
460.56,115.99,0
460.57,113.82,0
460.58,111.64,0
460.59,109.46,0
460.6,107.28,0
460.61,105.1,0
460.62,102.92,0
460.63,100.74,0
460.64,98.56,0
460.65,96.38,0
460.66,94.2,0
460.67,92.02,0
460.68,89.84,0
460.69,87.66,0
460.7,271.66,0.01
460.71,347.91,0.01
460.72,185.11,0.02
460.73,245.58,0.17
460.74,238.38,0.27
460.75,212.81,0.33
460.76,209.28,0.37
460.77,205.14,0.38
460.78,201.64,0.35
460.79,205.11,0.32
460.8,208.9,0.32
460.81,210.37,0.32
460.82,209.4,0.3
460.83,209.4,0.29
460.84,215.25,0.31
460.85,217,0.37
460.86,214.48,0.38
460.87,213.39,0.35
460.88,212.94,0.34
460.89,211.91,0.33
460.9,208.89,0.3
460.91,196.72,0.23
460.92,199.81,0.11
460.93,208.89,0.04
460.94,217.97,0.03
460.95,227.05,0.03
460.96,236.13,0.04
460.97,245.21,0.04
460.98,254.29,0.04
460.99,238.39,0.1
461,221.26,0.22
461.01,213.15,0.29
461.02,206.99,0.29
461.03,203.74,0.26
461.04,201.15,0.25
461.05,195.24,0.22
461.06,186.07,0.14
461.07,186.5,0.06
461.08,213.57,0.03
461.09,196.77,0.01
461.1,101.68,0.01
461.11,174.8,0
461.12,103.35,0
461.13,72.18,0.01
461.14,84.52,0.03
461.15,102.08,0.04
461.16,119.64,0.03
461.17,137.2,0.03
461.18,154.75,0.04
461.19,172.31,0.04
461.2,189.87,0.05
461.21,231.49,0.17
461.22,215.39,0.28
461.23,207.73,0.33
461.24,201.97,0.34
461.25,197.82,0.35
461.26,195.17,0.35
461.27,191.96,0.35
461.28,188.91,0.34
461.29,185.82,0.32
461.3,181.93,0.25
461.31,167.47,0.15
461.32,184.11,0.11
461.33,182.39,0.14
461.34,180.37,0.14
461.35,181.49,0.13
461.36,107.51,0.12
461.37,65.08,0.11
461.38,87.85,0.1
461.39,97.64,0.07
461.4,103.69,0.05
461.41,109.74,0.08
461.42,115.79,0.11
461.43,121.83,0.12
461.44,127.88,0.13
461.45,133.93,0.14
461.46,139.97,0.15
461.47,146.02,0.16
461.48,152.07,0.16
461.49,158.12,0.15
461.5,164.16,0.15
461.51,170.21,0.16
461.52,176.26,0.19
461.53,182.31,0.18
461.54,188.35,0.15
461.55,194.4,0.12
461.56,200.45,0.13
461.57,206.49,0.12
461.58,212.54,0.13
461.59,218.59,0.1
461.6,224.64,0.08
461.61,230.68,0.26
461.62,216.79,0.36
461.63,209.61,0.37
461.64,206.73,0.35
461.65,204.38,0.35
461.66,202.5,0.35
461.67,200.16,0.35
461.68,198.54,0.36
461.69,196.6,0.36
461.7,195.87,0.36
461.71,195.11,0.35
461.72,193.05,0.34
461.73,191.68,0.34
461.74,190.23,0.34
461.75,189.42,0.33
461.76,187.64,0.31
461.77,185.38,0.27
461.78,174.87,0.18
461.79,167.9,0.08
461.8,173.34,0.04
461.81,180.11,0.02
461.82,186.91,0.01
461.83,193.72,0.01
461.84,200.52,0.02
461.85,207.33,0.08
461.86,167.73,0.12
461.87,165.24,0.13
461.88,165.41,0.12
461.89,164.35,0.11
461.9,161.15,0.11
461.91,155.94,0.09
461.92,160.49,0.08
461.93,162.74,0.09
461.94,163.71,0.09
461.95,163.82,0.09
461.96,165.06,0.09
461.97,166.34,0.09
461.98,167.37,0.1
461.99,168.32,0.1
462,166.63,0.11
462.01,165.38,0.12
462.02,166.17,0.12
462.03,168.35,0.11
462.04,169.22,0.11
462.05,169.11,0.1
462.06,170.51,0.1
462.07,172.34,0.11
462.08,172.23,0.12
462.09,173.21,0.11
462.1,173.72,0.11
462.11,174.1,0.12
462.12,175.73,0.12
462.13,176.67,0.11
462.14,178.04,0.12
462.15,178.26,0.13
462.16,179.05,0.13
462.17,180.2,0.14
462.18,181.05,0.14
462.19,184.08,0.15
462.2,186.3,0.18
462.21,187.91,0.19
462.22,192.45,0.2
462.23,195.69,0.23
462.24,190.07,0.24
462.25,191.41,0.25
462.26,190.81,0.26
462.27,190.26,0.24
462.28,186.37,0.2
462.29,185.44,0.18
462.3,182.54,0.18
462.31,180.43,0.16
462.32,179.41,0.15
462.33,179.65,0.14
462.34,178.06,0.13
462.35,174.1,0.12
462.36,171.43,0.12
462.37,171.07,0.1
462.38,171.07,0.09
462.39,170.22,0.09
462.4,172.38,0.07
462.41,172.44,0.05
462.42,167.01,0.02
462.43,161.58,0.01
462.44,156.15,0.01
462.45,150.72,0.01
462.46,145.3,0.01
462.47,139.87,0.01
462.48,134.44,0.01
462.49,129.01,0.02
462.5,123.58,0.01
462.51,118.15,0.01
462.52,112.72,0.01
462.53,107.29,0.01
462.54,101.86,0.04
462.55,96.43,0.05
462.56,103.89,0.05
462.57,186.25,0.09
462.58,171.95,0.1
462.59,175.77,0.09
462.6,172.24,0.06
462.61,181.63,0.05
462.62,191.01,0.08
462.63,200.39,0.1
462.64,209.78,0.1
462.65,219.16,0.09
462.66,228.54,0.08
462.67,237.92,0.05
462.68,247.31,0.03
462.69,244.12,0.11
462.7,184.03,0.16
462.71,184.84,0.18
462.72,182.84,0.17
462.73,179.37,0.15
462.74,175.78,0.13
462.75,172.93,0.1
462.76,169.17,0.07
462.77,173.73,0.05
462.78,178.28,0.04
462.79,182.83,0.07
462.8,187.38,0.09
462.81,191.93,0.08
462.82,196.49,0.07
462.83,201.04,0.07
462.84,205.59,0.07
462.85,210.14,0.08
462.86,214.7,0.1
462.87,219.25,0.11
462.88,223.8,0.07
462.89,228.35,0.03
462.9,225.16,0.05
462.91,175.47,0.09
462.92,104.69,0.1
462.93,172.53,0.12
462.94,170.73,0.15
462.95,170.41,0.16
462.96,168.66,0.15
462.97,169.69,0.14
462.98,170.5,0.13
462.99,169.67,0.13
463,149.86,0.12
463.01,89.7,0.12
463.02,108.23,0.13
463.03,164.82,0.11
463.04,146.29,0.08
463.05,110.56,0.05
463.06,180.86,0.04
463.07,195.4,0.03
463.08,242.97,0.02
463.09,327.12,0.03
463.1,223.61,0.02
463.11,224.07,0
463.12,224.53,0
463.13,224.98,0
463.14,225.44,0
463.15,225.9,0
463.16,226.35,0
463.17,226.81,0
463.18,227.27,0
463.19,227.73,0
463.2,228.18,0
463.21,228.64,0
463.22,229.1,0
463.23,229.55,0
463.24,230.01,0
463.25,230.47,0
463.26,230.93,0
463.27,231.38,0
463.28,231.84,0
463.29,232.3,0
463.3,232.75,0
463.31,233.21,0
463.32,233.67,0
463.33,234.12,0
463.34,234.58,0
463.35,235.04,0
463.36,235.5,0
463.37,235.95,0
463.38,236.41,0
463.39,236.87,0
463.4,237.32,0
463.41,237.78,0
463.42,238.24,0
463.43,238.7,0
463.44,239.15,0
463.45,239.61,0
463.46,240.07,0
463.47,240.52,0
463.48,240.98,0
463.49,241.44,0
463.5,241.89,0
463.51,242.35,0
463.52,242.81,0
463.53,243.27,0
463.54,243.72,0
463.55,244.18,0
463.56,244.64,0
463.57,245.09,0
463.58,245.55,0
463.59,246.01,0
463.6,246.47,0
463.61,246.92,0
463.62,247.38,0
463.63,247.84,0
463.64,248.29,0
463.65,248.75,0
463.66,249.21,0
463.67,249.66,0
463.68,250.12,0
463.69,250.58,0.01
463.7,251.04,0.01
463.71,251.49,0.01
463.72,260.06,0.1
463.73,272.01,0.16
463.74,267.84,0.2
463.75,263.65,0.22
463.76,265.83,0.24
463.77,271.18,0.31
463.78,274.62,0.4
463.79,275.88,0.44
463.8,272.74,0.47
463.81,266.76,0.42
463.82,262.53,0.32
463.83,262.12,0.26
463.84,262.51,0.27
463.85,262.24,0.27
463.86,260.5,0.21
463.87,253.06,0.12
463.88,242.95,0.08
463.89,247.23,0.07
463.9,250.14,0.04
463.91,236.33,0.02
463.92,239.39,0.01
463.93,249.83,0
463.94,193.53,0
463.95,124.25,0
463.96,128.17,0
463.97,150.65,0.01
463.98,160.85,0.04
463.99,213.85,0.24
464,300.99,0.43
464.01,297.05,0.45
464.02,295.7,0.35
464.03,296.75,0.3
464.04,295.52,0.26
464.05,292.45,0.21
464.06,287.31,0.16
464.07,280.06,0.11
464.08,279.03,0.09
464.09,288.16,0.11
464.1,303.59,0.17
464.11,317.39,0.21
464.12,321.69,0.22
464.13,319.08,0.23
464.14,311.79,0.25
464.15,304.84,0.26
464.16,299.41,0.26
464.17,293.97,0.25
464.18,287.59,0.22
464.19,278.53,0.21
464.2,269.36,0.21
464.21,258.65,0.2
464.22,245.64,0.21
464.23,234.71,0.23
464.24,226.38,0.24
464.25,220.46,0.26
464.26,213.37,0.26
464.27,201.31,0.21
464.28,197.45,0.11
464.29,203.33,0.05
464.3,164.32,0.02
464.31,162.4,0
464.32,203.24,0
464.33,225.35,0
464.34,143.4,0
464.35,74.19,0
464.36,115.27,0
464.37,101.59,0.05
464.38,146.81,0.11
464.39,192.1,0.15
464.4,171.35,0.13
464.41,168.24,0.1
464.42,166.96,0.1
464.43,165.97,0.1
464.44,164.7,0.1
464.45,163.34,0.1
464.46,163.12,0.1
464.47,162.32,0.1
464.48,160.2,0.1
464.49,158.72,0.1
464.5,160.84,0.1
464.51,162.39,0.1
464.52,162.82,0.1
464.53,162.99,0.1
464.54,164.6,0.1
464.55,166.88,0.1
464.56,169.02,0.1
464.57,172.15,0.1
464.58,122.93,0.11
464.59,142.4,0.09
464.6,197.05,0.06
464.61,206.67,0.05
464.62,205.1,0.06
464.63,208.57,0.05
464.64,213.8,0.03
464.65,216.28,0.01
464.66,217.52,0
464.67,218.77,0.01
464.68,220.02,0.02
464.69,221.26,0.03
464.7,222.51,0.07
464.71,223.75,0.11
464.72,225,0.13
464.73,226.25,0.11
464.74,227.49,0.08
464.75,228.74,0.07
464.76,229.98,0.06
464.77,231.23,0.04
464.78,232.48,0.03
464.79,233.72,0.01
464.8,234.97,0
464.81,236.22,0
464.82,237.46,0
464.83,238.71,0
464.84,239.95,0
464.85,241.2,0
464.86,242.45,0
464.87,243.69,0
464.88,244.94,0
464.89,246.19,0
464.9,247.43,0
464.91,248.68,0
464.92,249.92,0
464.93,251.17,0
464.94,252.42,0
464.95,253.66,0
464.96,254.91,0
464.97,256.15,0
464.98,257.4,0
464.99,258.65,0.01
465,259.89,0.01
465.01,261.14,0.01
465.02,262.39,0.01
465.03,263.63,0.01
465.04,264.88,0.01
465.05,266.12,0.01
